review,rating,date,bank,source,language
best app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
The Best app😍😍😍,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
excellent app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
easy to use and user friendly,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
good,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
very nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
well software,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
CBE very good apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
best app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
excellent service,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
it's best,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
Amazing app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
our legitimate bank,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
very good and safe for me!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
it is best bank,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
"very good, but sometimes....",4,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
Why not allowed to pay for fuel?,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
good job,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
ቆንጆ ነው,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
Great version,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
excellent,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
Good and easy to use,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
nice app and fast money transfer,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
Really automated...,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
excellent,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
good,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
good App,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
bek betam kelal,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
"very good, keep it up",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
there is some issue the process it delay,3,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,en
nice,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
interesting,3,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
very good,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
good,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
simple&fast!!!,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
best app,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
great,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
it is very good app,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
best,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
Very God thanks,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
The sum is good.,3,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
best of bests,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
am happy thank you CBE🫡,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
good,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
good,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
it's very nice 👍.,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
👍,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
nice,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
Very good,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
halan garidhaa cbe,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
best apps for useing,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,en
like it,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,en
good,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,en
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,en
l love it,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,en
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,Commercial Bank of Ethiopia,Google Play,en
good,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,en
Good,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,en
in this update why screenshoot is disabled now it's not working,1,2025-03-28,Commercial Bank of Ethiopia,Google Play,en
good,5,2025-03-28,Commercial Bank of Ethiopia,Google Play,en
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,Commercial Bank of Ethiopia,Google Play,en
Excellent but needed upgrading!,5,2025-03-28,Commercial Bank of Ethiopia,Google Play,en
Best app,5,2025-03-28,Commercial Bank of Ethiopia,Google Play,en
goods app!! pleace update this apps??,4,2025-03-28,Commercial Bank of Ethiopia,Google Play,en
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,Commercial Bank of Ethiopia,Google Play,en
wow,5,2025-03-27,Commercial Bank of Ethiopia,Google Play,en
Fantastic app! I appreciate it very much,5,2025-03-27,Commercial Bank of Ethiopia,Google Play,en
Convenient app,5,2025-03-27,Commercial Bank of Ethiopia,Google Play,en
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,Commercial Bank of Ethiopia,Google Play,en
Good,5,2025-03-26,Commercial Bank of Ethiopia,Google Play,en
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,Commercial Bank of Ethiopia,Google Play,en
why why u remove screen shoot😡😡,2,2025-03-26,Commercial Bank of Ethiopia,Google Play,en
good,5,2025-03-26,Commercial Bank of Ethiopia,Google Play,en
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,Commercial Bank of Ethiopia,Google Play,en
very nice one,5,2025-03-26,Commercial Bank of Ethiopia,Google Play,en
good application,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,en
problem solver and the best fast app,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,en
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,en
nice,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,en
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,Commercial Bank of Ethiopia,Google Play,en
ok,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,en
you must added dark mode options ❗,3,2025-03-25,Commercial Bank of Ethiopia,Google Play,en
good,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,en
Thank you,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,en
cbe,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,en
ممتاز جدا جدا,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,en
very nice and convenient app,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,en
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,Commercial Bank of Ethiopia,Google Play,en
👍👍👍,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,en
Very good,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,en
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,Commercial Bank of Ethiopia,Google Play,en
why did the screen shot stopped ?????,3,2025-03-24,Commercial Bank of Ethiopia,Google Play,en
nice,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,en
Best app,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,en
it's genuine app..,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,en
okay 👌👍,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,en
it's a very good application but sometimes it takes a long time to synchronize,4,2025-03-23,Commercial Bank of Ethiopia,Google Play,en
commercial dank...,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,en
great,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,en
it's very good,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,en
በጠምጡሩ,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,am
ከሠማይየሚወርደውንዕምድርይችለዋል,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,am
ዋው,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,am
it makes trading easier keep it up,5,2025-04-13,Commercial Bank of Ethiopia,Google Play,am
betam konjo,5,2025-03-21,Commercial Bank of Ethiopia,Google Play,am
አሪፋ,5,2025-01-30,Commercial Bank of Ethiopia,Google Play,am
ምርጥ ነዉ አሁንም እንዲሻሻል መስራት ያስፈልጋል,1,2025-01-29,Commercial Bank of Ethiopia,Google Play,am
Good ap,5,2025-01-11,Commercial Bank of Ethiopia,Google Play,am
ok,5,2025-01-05,Commercial Bank of Ethiopia,Google Play,am
ቀለላል፣ምቹና ሁሉንም አገልገሎት ባንድ ላይ የያዘ,5,2025-01-01,Commercial Bank of Ethiopia,Google Play,am
5ok,5,2024-12-30,Commercial Bank of Ethiopia,Google Play,am
ሹፌር ደረጃ,5,2024-11-18,Commercial Bank of Ethiopia,Google Play,am
አስተማማኝ እና ቀልጣፋ ነዉ ቢሻሻል ምለዉ እስቴት መንት በስልክ ቢያንስለወራቶች በቀላሉ እንዲገኝ ቢደረግ እላለሁ,5,2024-10-05,Commercial Bank of Ethiopia,Google Play,am
Very good,5,2024-09-12,Commercial Bank of Ethiopia,Google Play,am
በጣም አሪፎ ነው,5,2024-08-27,Commercial Bank of Ethiopia,Google Play,am
በጣምጥሩ መተግበርያ ነው,5,2024-08-19,Commercial Bank of Ethiopia,Google Play,am
ዋዉ ፈጣን ምቹ 100%,5,2024-08-13,Commercial Bank of Ethiopia,Google Play,am
"It is very usefully app that contains the very important contents in it &Hence, the devellopers should be thanked enough!",5,2024-08-07,Commercial Bank of Ethiopia,Google Play,am
GOOD,5,2024-08-06,Commercial Bank of Ethiopia,Google Play,am
ሞባይል ባንኪንግ ለመክፈት አልቻልኩበትም,5,2024-07-26,Commercial Bank of Ethiopia,Google Play,am
Best,5,2024-07-23,Commercial Bank of Ethiopia,Google Play,am
በጣም ጥሩ ነው,5,2024-06-30,Commercial Bank of Ethiopia,Google Play,am
ቀላል አጠቃቀም በጣም ደስ የሚል አፕ,5,2024-06-27,Commercial Bank of Ethiopia,Google Play,am
Taks for negd bank,5,2024-05-03,Commercial Bank of Ethiopia,Google Play,am
Good app,5,2024-04-25,Commercial Bank of Ethiopia,Google Play,am
በጣም ጥሩ ነው ከዚህም በላይ በደምብ እድታሻሽሉት እጠብቃለው።👍👍👍,5,2024-04-21,Commercial Bank of Ethiopia,Google Play,am
አሪፍ,5,2024-04-18,Commercial Bank of Ethiopia,Google Play,am
Interested application,5,2024-03-26,Commercial Bank of Ethiopia,Google Play,am
its good,5,2024-03-10,Commercial Bank of Ethiopia,Google Play,am
Very God,5,2024-02-25,Commercial Bank of Ethiopia,Google Play,am
Ok Wow,5,2024-02-21,Commercial Bank of Ethiopia,Google Play,am
በጣም ግሩም ነው።,5,2024-02-13,Commercial Bank of Ethiopia,Google Play,am
Wow good,5,2024-02-11,Commercial Bank of Ethiopia,Google Play,am
ሽልመቱ አልዳረሰኝም,5,2024-01-14,Commercial Bank of Ethiopia,Google Play,am
G000d application,5,2023-12-07,Commercial Bank of Ethiopia,Google Play,am
ጥሩ ነው ቀጥሉበት,5,2023-09-01,Commercial Bank of Ethiopia,Google Play,am
Waaw ነው,4,2023-06-22,Commercial Bank of Ethiopia,Google Play,am
አሪፍ ነው በጣም,2,2023-05-18,Commercial Bank of Ethiopia,Google Play,am
Honest,5,2023-04-06,Commercial Bank of Ethiopia,Google Play,am
Good,5,2022-11-29,Commercial Bank of Ethiopia,Google Play,am
Best,5,2022-08-31,Commercial Bank of Ethiopia,Google Play,am
በጣም ጥሩ መተግበሪያ ነው,5,2022-06-02,Commercial Bank of Ethiopia,Google Play,am
Good banke app,5,2022-06-01,Commercial Bank of Ethiopia,Google Play,am
Good,5,2022-03-19,Commercial Bank of Ethiopia,Google Play,am
በጣም አሪፍ ነው,4,2021-10-19,Commercial Bank of Ethiopia,Google Play,am
ቆጆ ነው,5,2021-10-18,Commercial Bank of Ethiopia,Google Play,am
በጣም አሪፍ ቴክኖሎጂ ነው,5,2021-10-11,Commercial Bank of Ethiopia,Google Play,am
it's good app so i am happy!!!,5,2021-08-15,Commercial Bank of Ethiopia,Google Play,am
አስፈላጊ የሆነ,5,2021-05-19,Commercial Bank of Ethiopia,Google Play,am
የgoole፡ደንበነኛ፡ለማሆን፡እፈልጋለሁ።,2,2021-02-14,Commercial Bank of Ethiopia,Google Play,am
በጣም ጥሩ ነው,5,2021-02-11,Commercial Bank of Ethiopia,Google Play,am
Exellent,5,2020-10-17,Commercial Bank of Ethiopia,Google Play,am
የማምነው ነው,5,2020-09-09,Commercial Bank of Ethiopia,Google Play,am
it is not functional for all android phone like mine ...techno cammon c9 So i can't instal or can not recieve from my freinds So think over it,1,2020-08-08,Commercial Bank of Ethiopia,Google Play,am
"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,Commercial Bank of Ethiopia,Google Play,om
what is this app problem???,1,2025-06-05,Commercial Bank of Ethiopia,Google Play,om
the app is proactive and a good connections.,5,2025-06-05,Commercial Bank of Ethiopia,Google Play,om
I cannot send to cbebirr app. through this app.,3,2025-06-05,Commercial Bank of Ethiopia,Google Play,om
good,4,2025-06-05,Commercial Bank of Ethiopia,Google Play,om
not functional,1,2025-06-05,Commercial Bank of Ethiopia,Google Play,om
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
best,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
bezabih,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
Best Mobile Banking app ever,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
Good,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
👌👍,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
very niec,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
best app of finance,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,om
yetemeta,1,2025-06-03,Commercial Bank of Ethiopia,Google Play,om
Engida Kebede Fetera,5,2025-06-03,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-06-03,Commercial Bank of Ethiopia,Google Play,om
it is not safety,1,2025-06-03,Commercial Bank of Ethiopia,Google Play,om
NICE bank,5,2025-06-03,Commercial Bank of Ethiopia,Google Play,om
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,Commercial Bank of Ethiopia,Google Play,om
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,Commercial Bank of Ethiopia,Google Play,om
It's good but try to make it facilitate for your client,4,2025-06-02,Commercial Bank of Ethiopia,Google Play,om
best app,5,2025-06-01,Commercial Bank of Ethiopia,Google Play,om
Awesome bank,5,2025-06-01,Commercial Bank of Ethiopia,Google Play,om
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,Commercial Bank of Ethiopia,Google Play,om
Masha alla,5,2025-05-31,Commercial Bank of Ethiopia,Google Play,om
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,Commercial Bank of Ethiopia,Google Play,om
better service,5,2025-05-31,Commercial Bank of Ethiopia,Google Play,om
"it,s good app and time manager 👍",5,2025-05-30,Commercial Bank of Ethiopia,Google Play,om
malkaamuu Jiidhaa Namoo,5,2025-05-30,Commercial Bank of Ethiopia,Google Play,om
lower system everything,3,2025-05-30,Commercial Bank of Ethiopia,Google Play,om
Nice!,5,2025-05-30,Commercial Bank of Ethiopia,Google Play,om
Keep it up My CBE,5,2025-05-29,Commercial Bank of Ethiopia,Google Play,om
yes good,5,2025-05-28,Commercial Bank of Ethiopia,Google Play,om
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,Commercial Bank of Ethiopia,Google Play,om
i like everything of this app,5,2025-05-27,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-27,Commercial Bank of Ethiopia,Google Play,om
🤬🤬🤬🤬 network 🛜,1,2025-05-26,Commercial Bank of Ethiopia,Google Play,om
Best,5,2025-05-26,Commercial Bank of Ethiopia,Google Play,om
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,Commercial Bank of Ethiopia,Google Play,om
nice,5,2025-05-26,Commercial Bank of Ethiopia,Google Play,om
good job,5,2025-05-26,Commercial Bank of Ethiopia,Google Play,om
Good,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,om
it's awesome!!,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,om
best,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,om
thankyou every one,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,om
best app,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,om
Ronaldo 🇵🇹 🥇,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,om
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,Commercial Bank of Ethiopia,Google Play,om
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,Commercial Bank of Ethiopia,Google Play,om
mortuary app,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,om
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,om
amazing app I am used this app for one year,4,2025-05-24,Commercial Bank of Ethiopia,Google Play,om
👍,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,om
good app,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,om
i love it 😍😘,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,om
It makes life easy!👌,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,om
its not fast,1,2025-05-24,Commercial Bank of Ethiopia,Google Play,om
wow,4,2025-05-24,Commercial Bank of Ethiopia,Google Play,om
it is sooo good,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,om
excellent,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,om
ok,1,2025-05-24,Commercial Bank of Ethiopia,Google Play,om
Fantastic,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,om
accessible to using,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,om
I like it,4,2025-05-23,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,om
why you change default network?,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,om
very nice 👍,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,om
nice fast app,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,om
best,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,om
how to I get my money,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,om
"Very bad, can't even load they need to improve their services.",1,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
very busy I don't know why... I prefer 889,3,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
hojii bonsaadha,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
ok,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
ok,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
user-friendly apps.because this app is easy.,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
Awosome!!!,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
"Very good app,",5,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
I hate this app 😒,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
trustful,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
I like,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
update issue,4,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
its not working over safari network,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
oldie,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,om
it doesn't work,1,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
best,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
"This app is good, and we are using it well",1,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
ok,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
best app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
best,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
very nice 👌 app for android phone,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
good app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
Yes Yes,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
በጣም ከርፋፋ,1,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
easy to use helpful in my life,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
good 👍,4,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
the best mobile banking app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
ok,2,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
it's a good application 👍,5,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
poor service,1,2025-05-21,Commercial Bank of Ethiopia,Google Play,om
amazing,5,2025-05-20,Commercial Bank of Ethiopia,Google Play,om
it is reliable and easy to use.,5,2025-05-20,Commercial Bank of Ethiopia,Google Play,om
the most annoying mobile banking app I've ever seen,1,2025-05-20,Commercial Bank of Ethiopia,Google Play,om
Cbe mobile banking,5,2025-05-20,Commercial Bank of Ethiopia,Google Play,om
"i can't make Screenshout in this app, please made modification",5,2025-05-20,Commercial Bank of Ethiopia,Google Play,om
Best app I loved it,5,2025-05-19,Commercial Bank of Ethiopia,Google Play,om
nice app,5,2025-05-19,Commercial Bank of Ethiopia,Google Play,om
wow,5,2025-05-18,Commercial Bank of Ethiopia,Google Play,om
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Commercial Bank of Ethiopia,Google Play,om
well satisfied with this beautiful app,5,2025-05-18,Commercial Bank of Ethiopia,Google Play,om
very good,4,2025-05-17,Commercial Bank of Ethiopia,Google Play,om
best app.,5,2025-05-17,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-17,Commercial Bank of Ethiopia,Google Play,om
"not working,why???",5,2025-05-17,Commercial Bank of Ethiopia,Google Play,om
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,Commercial Bank of Ethiopia,Google Play,om
excellent,5,2025-05-17,Commercial Bank of Ethiopia,Google Play,om
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,Commercial Bank of Ethiopia,Google Play,om
woxe harimo ribiso,5,2025-05-17,Commercial Bank of Ethiopia,Google Play,om
good,5,2025-05-16,Commercial Bank of Ethiopia,Google Play,om
"Good ,easy to use",5,2025-05-16,Commercial Bank of Ethiopia,Google Play,om
Good app,5,2025-05-15,Commercial Bank of Ethiopia,Google Play,om
